"iter","param","stock","method","mean","sd","50%","2.5%","97.5%","bgr"
1,"alpha",1,"lme",4.23174999785069,1.11531060167204,4.09092454461209,2.64339158869618,6.54903857284932,1.15397230159485
1,"alpha",2,"lme",3.48216221072035,0.824874830043941,3.35264026814898,2.24069020107189,5.57903943969339,0.982900812954273
1,"alpha",3,"lme",3.98602845699575,1.93087311090921,3.65191150693819,1.60229902293276,9.82668870607951,1.05212525911452
1,"alpha",4,"lme",4.45919762417209,0.996185766907292,4.37717114746284,2.92408798330723,6.60127383922124,0.985510780688861
1,"alpha",5,"lme",3.90938488305618,1.30865861872624,3.75576813669708,2.07844021979423,7.00293336774484,1.00320154739566
1,"alpha",6,"lme",5.90777144677017,1.25571839724583,6.01391231791404,3.61614864686646,8.08323276856309,1.01081903415485
1,"alpha",7,"lme",6.01531349284908,2.21156539872146,5.40165423742835,3.03079369490938,10.6121106808237,1.03572958934431
1,"alpha",8,"lme",3.49631145808183,1.15673000836295,3.28562213907068,1.76314343968634,5.74728362903031,1.00437544513937
1,"alpha",9,"lme",2.02379694555119,0.491196824934824,1.93395438272459,1.25986849510472,3.12684123557877,1.00432587166138
1,"alpha",10,"lme",5.45370247058626,1.06952454503251,5.27804253365807,3.41288666546228,7.59490580290492,0.983706998682822
1,"alpha",11,"lme",3.62463393572504,1.43572939297963,3.41560865790168,1.65846382264421,6.26144161439106,1.05285752576859
1,"alpha",12,"lme",6.1984051625221,1.57524696593681,6.0831689123041,4.02331183276319,10.2420867247784,1.02531726846174
1,"beta",1,"lme",0.00049517965055446,0.000105212082826941,0.0004943814854184,0.000323311789110141,0.000676225327007142,1.0349040611507
1,"beta",2,"lme",0.000183722778700382,4.90222244743442e-05,0.000177518098956548,9.8471003105524e-05,0.000282738581781632,0.984016990803486
1,"beta",3,"lme",0.00157143205124979,0.000713153603928011,0.00151264938956941,0.000307497962731811,0.00309661021728642,1.06847450574625
1,"beta",4,"lme",0.000307886783668484,4.31291473936679e-05,0.000304997173275873,0.00022991308117775,0.000389652787987503,1.04605589366215
1,"beta",5,"lme",0.000212882396842687,6.48594471287132e-05,0.000214764058095302,8.39910282011543e-05,0.000329799326597266,1.03601987905694
1,"beta",6,"lme",8.62519872344655e-05,1.05907520551878e-05,8.52700485840125e-05,6.41687155629653e-05,0.00010401770716653,0.99228014503617
1,"beta",7,"lme",0.000446243262691142,0.000139420653593896,0.000442039651485365,0.000195754588880816,0.000700519051030348,1.01992812127756
1,"beta",8,"lme",5.37616241453762e-05,1.66245500588578e-05,5.29362579597975e-05,3.08198859192522e-05,8.46971354067952e-05,1.03708496791737
1,"beta",9,"lme",2.46590984039823e-05,1.1600214966857e-05,2.36120597333872e-05,3.70813346024179e-06,4.63057212217514e-05,1.01834803257595
1,"beta",10,"lme",0.000361357089014416,6.51422862785549e-05,0.000355826046694133,0.000236961621749726,0.000491886979553248,0.986914574863524
1,"beta",11,"lme",0.000578825429111809,0.000232820250624877,0.000559959305329912,0.000127189995064532,0.00101662835536343,0.982106070097624
1,"beta",12,"lme",0.000225329401642428,3.24274536048962e-05,0.000225927456443852,0.000165410372886177,0.000299542981180831,1.03195202935707
1,"U_msy",1,"lme",0.561556033667974,0.0779647902279456,0.566248303373236,0.422948550399562,0.690491575915034,NA
1,"U_msy",2,"lme",0.504953410362573,0.0716934596979596,0.504457738221907,0.361192471923483,0.651437027617211,NA
1,"U_msy",3,"lme",0.51703520181063,0.132577488080355,0.531668493220591,0.219898920569284,0.772677347657797,NA
1,"U_msy",4,"lme",0.581524980633345,0.0616336288129279,0.58597382436573,0.458588694009024,0.69227203634496,NA
1,"U_msy",5,"lme",0.528693976919194,0.102730454898492,0.540422796987087,0.331616731250125,0.705801584183604,NA
1,"U_msy",6,"lme",0.656753179805004,0.0578970081240107,0.670195590143618,0.528626867276665,0.736935984306057,NA
1,"U_msy",7,"lme",0.647240404232695,0.0878864664656594,0.643225171248032,0.468977881896317,0.789388720632023,NA
1,"U_msy",8,"lme",0.490786177233155,0.119073552986132,0.497866770421104,0.263809492471116,0.659005355650985,NA
1,"U_msy",9,"lme",0.305219511504278,0.0976633646912011,0.302559172448805,0.112759667444012,0.481234264822539,NA
1,"U_msy",10,"lme",0.637995931053383,0.0538717660476016,0.637236558859114,0.509577408215996,0.723607074469639,NA
1,"U_msy",11,"lme",0.49682143998282,0.123678125535826,0.510482861181967,0.237025027608488,0.679959941391661,NA
1,"U_msy",12,"lme",0.666491743512733,0.0597245363614074,0.673001558550327,0.561239919976148,0.7829444725376,NA
1,"S_msy",1,"lme",1162.42350438708,181.413774806469,1116.25617468459,887.510958018078,1489.7013380862,NA
1,"S_msy",2,"lme",2849.72593978619,477.281751257678,2792.46266341568,2178.36704172036,4131.46490035023,NA
1,"S_msy",3,"lme",380.655772478094,149.251576854336,351.514629563179,232.520263705655,742.532630103358,NA
1,"S_msy",4,"lme",1906.68842189137,203.15055273279,1878.32979475959,1628.17740286514,2398.96002857263,NA
1,"S_msy",5,"lme",2678.51664048266,926.663922924994,2423.06373104771,2019.62758085439,4715.44338574062,NA
