Umsy_1,Umsy_2,Umsy_3,Umsy_4,Umsy_5,Umsy_6,Umsy_7,Umsy_8,Umsy_9,Umsy_10,Umsy_11,Umsy_12,Umsy_13,Smsy_1,Smsy_2,Smsy_3,Smsy_4,Smsy_5,Smsy_6,Smsy_7,Smsy_8,Smsy_9,Smsy_10,Smsy_11,Smsy_12,Smsy_13
0.546499017,0.466802158,0.45683274,0.292702861,0.726705464,0.463503073,0.468558284,0.490050052,0.785870398,0.641133636,0.351001176,0.525811308,0.435833676,9207.199443,2587.355851,11411.54464,992.8092839,2471.416805,5851.895895,5496.133475,498.9731325,2241.118018,1492.498807,272.9971993,837.5069986,657.4812072
0.5933357,0.439279844,0.52861807,0.318033093,0.795834657,0.527046168,0.479095584,0.594132428,0.70728567,0.575341591,0.379914571,0.513825761,0.393163146,8749.440236,2005.015821,10469.80631,1109.178264,2408.654076,5297.958574,4979.118981,616.0203129,2086.516019,1370.577413,257.8764323,823.2907012,792.2831468
0.617680134,0.479535241,0.650436762,0.312615031,0.776430344,0.57064249,0.583823301,0.365149821,0.728953201,0.721435179,0.380346315,0.41381875,0.592562114,8332.092616,2304.509449,11052.16536,907.1141631,2359.278198,5460.59269,5944.009594,430.0542569,2481.220382,1483.161314,229.1007072,822.1223533,714.9567584
0.419342286,0.474274439,0.576234686,0.310654895,0.721506944,0.566113742,0.498776004,0.488147381,0.640743553,0.66004637,0.452195252,0.428431937,0.512089125,8617.313949,2562.274306,11170.74611,924.0714792,2470.527314,5128.632126,6312.223057,637.871497,2249.877051,1369.489922,260.254688,825.5923622,986.8998586
0.6317731,0.388406596,0.613884669,0.320655172,0.732529181,0.618046052,0.493924839,0.587532381,0.718117563,0.643286461,0.494434631,0.474581713,0.516716434,9040.780586,3301.480157,9263.631207,836.6518408,2353.843984,4629.654714,7297.543086,579.3678125,2379.416417,1559.105976,311.859448,1083.276459,802.8454738
0.493618501,0.483762887,0.440758019,0.288382221,0.766427999,0.59277337,0.522682491,0.49970293,0.752406479,0.688748611,0.443882305,0.455146945,0.425616379,9090.408578,3248.656895,12957.07387,849.3047419,2265.073982,5518.343633,7795.826492,577.7267297,2574.265119,1612.025685,344.6244597,962.9665958,1002.036407
0.448749497,0.542122924,0.50344689,0.27206761,0.719220704,0.39555916,0.433720183,0.487280986,0.727953704,0.597899594,0.426994995,0.565730306,0.426374369,11108.19004,2436.639587,14339.97563,986.6311897,2614.781817,7433.40059,7969.170085,491.1303187,2548.563189,1630.353723,304.5717739,885.7463149,890.9145128
0.516458503,0.451176315,0.523059493,0.368186289,0.764989641,0.552834543,0.41726916,0.471454554,0.600381592,0.669007847,0.402055331,0.530744084,0.44793378,11371.76776,2701.222799,13986.52008,855.2660903,2505.321548,6026.717689,7499.503713,500.5838845,2706.247361,1480.889187,238.9776451,867.8926827,879.2488577
0.517226674,0.44881084,0.594412769,0.377244301,0.796306616,0.44795926,0.436156035,0.425155718,0.656820762,0.667010891,0.371719536,0.448799431,0.417059563,9379.20755,2439.700258,11101.05733,918.2746898,2452.004335,7074.387633,7522.122702,461.4394742,2538.248103,1522.608978,268.2329567,1005.586725,1120.181186
0.413622662,0.484940517,0.443504982,0.294748849,0.766084933,0.598477761,0.583836278,0.631570981,0.69573456,0.688331156,0.450721904,0.46412981,0.437161168,12662.58985,2214.37404,12343.18911,1363.886968,2280.421973,5878.834834,6943.760184,572.9211864,2667.763955,1451.770919,339.075238,1091.393688,789.9175168
0.470257285,0.431175355,0.521085592,0.445123567,0.725774811,0.420327613,0.428053953,0.458531694,0.694482266,0.711723022,0.391134072,0.301635791,0.396526733,12546.49509,2299.427687,10950.20069,988.859623,2551.737963,7738.105781,7116.45156,620.1705145,2729.013545,1432.4262,350.2042473,1302.844416,780.5736934
0.403283207,0.334876321,0.418374408,0.332214328,0.812107748,0.523998675,0.409262201,0.582746578,0.680750827,0.643339074,0.402845798,0.424341855,0.422301717,14474.95384,2138.100142,12221.94397,1009.223465,2424.494505,7046.326238,8387.431725,613.779086,2488.874704,1665.385924,271.6385724,1086.955759,865.1941522
0.461401919,0.436430755,0.44776602,0.299672578,0.720654881,0.389081292,0.349686855,0.423950329,0.749073014,0.563489534,0.379740252,0.383038962,0.41986095,11657.12601,2731.623905,13043.2047,1410.73806,2481.255754,7587.63442,8115.477811,678.3521811,2492.59498,2101.504293,344.8639051,1189.154483,954.4602209
0.43453542,0.362745058,0.438072259,0.268055965,0.738506405,0.512973781,0.384123546,0.475850992,0.718840081,0.551666989,0.354912473,0.345452707,0.351440877,12972.74585,2674.595521,13118.02926,1389.414164,2399.208589,7008.092877,6968.410383,571.5764994,2385.770626,1593.566894,299.3256706,1296.026229,637.6338669
0.447844918,0.421260002,0.432014454,0.314234076,0.753471162,0.382323543,0.307269614,0.58012587,0.580651006,0.580047466,0.454091923,0.382259962,0.327060542,8575.771368,2464.970701,12526.7895,787.0625081,2195.580325,4954.067945,5299.911711,714.2887656,2479.126447,1660.291269,310.4607203,1471.930863,994.7548636
0.567033252,0.360739027,0.415369457,0.421156573,0.720860998,0.528379494,0.501583858,0.576039414,0.699202117,0.611620527,0.469194813,0.468387278,0.420206873,11218.22553,3063.592472,11278.6736,1043.647125,2348.202523,6534.259278,7621.200222,724.4657547,2543.577114,1820.845611,334.5617819,1075.46501,751.0182479
0.513530835,0.349256847,0.484078388,0.307908381,0.758257297,0.468263108,0.338204831,0.481173434,0.72022816,0.627125884,0.381828329,0.421686744,0.492069046,9354.666544,3351.409861,12691.64044,1392.311235,2194.814696,6150.314036,6134.373498,582.009733,2450.530383,2007.793309,341.0912118,1253.215959,933.6171376
0.624094511,0.402127855,0.63307417,0.416203004,0.740117216,0.497677129,0.390834828,0.53871592,0.684645095,0.64722135,0.513152838,0.512670872,0.556594315,9726.250536,2408.372,13193.77769,837.8992721,2121.501963,8316.385938,10023.19906,662.3096831,2302.676728,1752.243625,313.0678951,1281.590789,962.1594876
0.571121192,0.526282612,0.535112361,0.370468831,0.704908147,0.513860906,0.3141684,0.352647697,0.730215652,0.644734265,0.469144158,0.372714751,0.47288811,8718.665372,2657.190684,11405.86876,924.8791248,2312.269424,5602.696616,7957.665615,788.5793972,2453.929243,1628.096823,322.1589857,1276.569152,916.6847386
0.594457431,0.481626503,0.537905801,0.457382065,0.750778294,0.538656993,0.291808449,0.461983328,0.745513446,0.557337477,0.553178731,0.383119058,0.291880381,9326.998139,2750.989011,10406.64594,767.5093662,2415.310713,6149.768274,8663.808021,703.0620639,2467.600474,1548.490319,317.3288868,1511.240347,854.9220917
0.580128991,0.480321595,0.507523024,0.307331618,0.707376144,0.542682175,0.454109584,0.3359119,0.669545842,0.663434561,0.543930961,0.413643303,0.426056999,10319.04543,2491.542213,12319.60927,861.6198312,2616.067039,6828.240509,9959.474804,855.2540974,2385.62455,1515.932719,303.6892866,1438.292297,1001.592445
0.531637758,0.528336975,0.490962143,0.29690553,0.780504948,0.447577898,0.356862927,0.426694883,0.658956945,0.625516504,0.614562865,0.389240921,0.392394794,9990.495371,2532.755334,10440.16729,1172.204291,2280.587824,6371.851642,10483.36895,740.6618235,2556.028697,1777.425582,319.6551982,1347.010859,994.7060988
0.576105937,0.4806417,0.520938176,0.306049083,0.658994145,0.488733289,0.351897159,0.396314632,0.762859963,0.734602832,0.560790097,0.389354668,0.434916719,10422.86375,3468.098041,10641.52428,1329.716376,2264.072435,7030.318214,11101.4938,709.4188061,2317.208528,1831.405857,366.7702406,1528.03018,990.5780254
0.650080221,0.393273242,0.453279185,0.349358457,0.733570925,0.566336696,0.341315867,0.444454944,0.709735166,0.600183891,0.4338106,0.386833658,0.326282283,8814.397329,2425.349465,11295.69343,930.9006475,2633.084432,5924.937748,6699.816808,637.3966382,2537.922862,1680.650204,282.5078881,1158.074701,851.0422838
0.504258144,0.426744531,0.607526538,0.284697486,0.618348698,0.473616902,0.431766957,0.515030734,0.769394905,0.582821676,0.436573718,0.396009712,0.486085251,10669.92634,2880.073104,9780.352081,694.8607606,2228.761031,5932.963091,6889.960992,700.9028806,2258.159834,1669.25657,302.0398948,1262.148007,843.1786648
0.453047916,0.449770404,0.396177895,0.346606759,0.688660292,0.5654075,0.461504548,0.501365934,0.742512957,0.664046275,0.512879969,0.36428987,0.455782548,9038.049458,2491.310353,7018.646382,785.3537199,2248.586446,5862.157819,7633.33677,840.7561232,2385.685969,1776.786727,282.5821384,1280.377385,841.6626901
0.512632278,0.513057068,0.512790155,0.278585217,0.652930263,0.445987877,0.374375146,0.317318572,0.804060147,0.605055814,0.471003869,0.356947157,0.510691776,7731.095892,2508.967546,8674.24915,660.6642515,2229.159376,6113.507557,5525.280589,561.1097261,2003.62762,1436.468133,270.8418758,928.9340488,768.1797573
0.530900509,0.457609357,0.44667801,0.281292572,0.742093445,0.590696257,0.363652682,0.322202977,0.762235618,0.64788172,0.430896556,0.383621126,0.389998822,7882.904444,2261.603802,7391.14786,493.3161311,2248.887179,5326.252852,7109.530092,578.7323588,2059.465347,1510.792615,252.6839115,967.8087323,725.4312624
0.613802534,0.461097824,0.472354407,0.292574785,0.738960708,0.6111348,0.342028176,0.307228161,0.777225808,0.648838206,0.415758338,0.396437462,0.421483886,9101.728793,2306.001613,9469.898953,843.774956,2759.545299,5624.148038,6186.539384,484.8215335,2107.195975,1399.986381,276.3009655,892.914102,798.3800028
0.627295345,0.376423912,0.627604174,0.2914922,0.778701125,0.536850962,0.419244256,0.330450538,0.77454994,0.60287506,0.314938281,0.435902906,0.408599602,8270.864466,2152.633739,11464.99304,702.950185,2990.309228,5643.999253,6016.801093,477.6565155,2107.976116,1432.342451,255.3808734,1000.222916,796.7809767
0.543115998,0.403901915,0.413803775,0.316260212,0.736073336,0.473862365,0.413649072,0.295506806,0.737312383,0.566589275,0.418620474,0.356292358,0.394916065,8322.826846,2187.621501,11586.05695,645.0219135,2688.124631,5824.493539,5105.883225,478.1181553,2240.999733,1563.88076,226.8583089,1022.788941,799.7631571
0.501815562,0.433507834,0.528279796,0.308525357,0.675032452,0.537151886,0.320141971,0.453801239,0.73898511,0.454018861,0.479759095,0.466983145,0.31019649,8747.31062,2156.477344,9001.124296,566.2211552,2535.358599,5675.532099,5142.239192,479.2207556,2088.005353,1538.834744,237.5663652,863.9098034,757.5754729
0.573596747,0.498683893,0.575524608,0.372296928,0.728804264,0.604536433,0.393670629,0.501628102,0.766911184,0.582057546,0.445287635,0.404674581,0.466286927,6622.662764,2042.297623,8372.852416,564.3885276,2577.947496,5302.593288,4305.248501,533.03257,1961.373485,1298.291207,217.408768,949.0254635,740.8174396
