"iter","param","stock","method","mean","sd","50%","2.5%","97.5%","bgr"
1,"alpha",1,"tsm",3.23663211273933,1.24542591692979,2.96599500434444,1.62140891045455,6.30293839715998,1.08402931767526
1,"alpha",2,"tsm",3.38147054785045,1.25737146075837,3.15126714512054,1.72002582071825,6.47330665811638,1.02387796608528
1,"alpha",3,"tsm",1.7664880201093,0.430376786200662,1.67440235746021,1.22807451092111,2.91194655645206,1.21136368105293
1,"alpha",4,"tsm",7.10850838061725,3.43330672567889,6.4490239388409,2.67045952275207,16.5736707832592,1.11157487544672
1,"alpha",5,"tsm",8.67700349259555,3.04630404013214,8.23270722584643,4.06627088020252,15.7825507551311,1.00992339934677
1,"alpha",6,"tsm",2.780777964204,1.32418167576466,2.50363169173832,1.20414386668109,5.66629595863935,1.21997205598153
1,"alpha",7,"tsm",3.16737046646442,2.09387263824006,2.53941952384915,1.04965466188023,8.41134266882324,2.59044620353066
1,"alpha",8,"tsm",2.64490729161605,0.900754240894471,2.47159428664896,1.43853395326172,4.71785322623754,1.13314733798218
1,"alpha",9,"tsm",1.94325668812056,0.596437794923941,1.8017662049372,1.23548721914354,3.41240498969784,1.28231057695813
1,"alpha",10,"tsm",2.30711130349773,0.674176514324033,2.185016370624,1.37596706149272,3.84192356741549,1.00564844835205
1,"alpha",11,"tsm",3.77187262951211,1.40425595924712,3.57631519925968,1.59842902413508,6.99853194124368,1.03391758486694
1,"alpha",12,"tsm",8.4702412015423,4.44157963360263,7.14803523145691,3.30548920029968,20.0081540553368,1.53731169881392
1,"beta",1,"tsm",7.53181014956341e-05,1.63410089193486e-05,7.50517578881567e-05,4.38942031880162e-05,0.000107576868527171,1.0058151424221
1,"beta",2,"tsm",0.000839882130833624,0.00019396279305426,0.000850625060381144,0.000433196903350087,0.00120497764757601,1.19131288566845
1,"beta",3,"tsm",0.000618477753297236,0.00013986812317493,0.000612455142260246,0.000357809463790332,0.000882135574127599,1.00773394658662
1,"beta",4,"tsm",0.000309297598795512,8.22005788049571e-05,0.000310851212785392,0.000146516222900921,0.0004846695908681,1.49507004477432
1,"beta",5,"tsm",0.000391622274101832,4.18859850310828e-05,0.000392891958156546,0.000305927952277859,0.000467643467184865,1.02338206758412
1,"beta",6,"tsm",0.00187649278970277,0.00066608769894029,0.00186215783075361,0.000575281144446312,0.00314700712966868,1.256602765083
1,"beta",7,"tsm",0.000256916801893109,0.000184598273348842,0.000236580629011328,9.93798953363272e-06,0.000598848761749724,4.29317121630669
1,"beta",8,"tsm",0.000208999681282623,4.96653950866492e-05,0.000212230548595659,0.000117133632003577,0.000308185765160268,1.07732558605551
1,"beta",9,"tsm",1.48021906814751e-05,4.49424493042608e-06,1.46998877315127e-05,5.95375772575855e-06,2.41427077074185e-05,1.01249942975286
1,"beta",10,"tsm",0.000391016648453383,0.000115778736799981,0.000392022462629851,0.000180543370240791,0.000619772284038166,1.02299007369497
1,"beta",11,"tsm",8.34886169090141e-05,1.83671194413056e-05,8.44445389296894e-05,4.69050809009561e-05,0.000117951901677491,1.25695048003417
1,"beta",12,"tsm",0.000304284370249623,4.18594264144459e-05,0.000302183796612003,0.000220517994055513,0.00039226908953552,1.10998087841788
1,"U_msy",1,"tsm",0.462370219151046,0.12052547897987,0.463857411170516,0.226484860642362,0.685196940988539,1.07082346542846
1,"U_msy",2,"tsm",0.480111462741879,0.112430716419083,0.484733213560093,0.251993975032751,0.691535742273701,1.00630240329706
1,"U_msy",3,"tsm",0.248756804718963,0.0928749435553742,0.240440116965716,0.100041139024301,0.457413628908931,1.24345555829608
1,"U_msy",4,"tsm",0.67658352724968,0.105986975927973,0.690645795656775,0.426409991706239,0.857736857095531,1.05468198884236
1,"U_msy",5,"tsm",0.735135274573178,0.0729804828164691,0.744312694966948,0.566609718880722,0.851530333516998,1.02221649537542
1,"U_msy",6,"tsm",0.396138621986949,0.149005784540903,0.402589823453642,0.0906934497923655,0.658910414070482,1.23523892063904
1,"U_msy",7,"tsm",0.388261594356952,0.225552081780782,0.40788127684609,0.0240832138375298,0.748653104894962,3.620111231244
1,"U_msy",8,"tsm",0.395873718789025,0.118150239290417,0.397761511760796,0.17330499102824,0.609927546746639,1.14083636894186
1,"U_msy",9,"tsm",0.280775491459107,0.112521872108653,0.27171048666005,0.10288930481433,0.511335496715797,1.25599917340269
1,"U_msy",10,"tsm",0.351213685026667,0.105192252509286,0.350330970659792,0.15304686488714,0.549212278897084,1.0040334668526
1,"U_msy",11,"tsm",0.512465243436465,0.120541780788508,0.526573760999325,0.220245246159729,0.709510954720778,1.02381955387531
1,"U_msy",12,"tsm",0.712404045996712,0.0984988093409191,0.71423872587624,0.500811960729551,0.879557272799689,1.68723068597363
