"iter","param","stock","method","mean","sd","50%","2.5%","97.5%","bgr"
1,"alpha",1,"lme",4.24704497465432,1.08750950286173,4.14775165047917,2.57252839490524,6.60184110584944,1.1004117485828
1,"alpha",2,"lme",7.51309007699507,2.72302247018525,7.29635836424646,3.60200484573724,14.5874801219615,1.13572142063268
1,"alpha",3,"lme",2.18473128095898,0.358423402226718,2.15235480663194,1.44407414821034,2.85867753940106,0.981293586333922
1,"alpha",4,"lme",5.78552272235769,2.19970602296066,5.28374034682938,2.99428156245143,9.60568835033081,1.11225768724586
1,"alpha",5,"lme",5.71214710851036,2.14985392554616,5.31632607053822,3.32368168572892,10.8447327535587,1.00017373698696
1,"alpha",6,"lme",5.26584776475754,1.18848734787286,5.30414037773661,3.38762743986191,7.8506842750876,1.07382592847013
1,"alpha",7,"lme",3.74335540510397,0.912525670834732,3.63360253845727,2.31824672988991,5.47265685816425,1.06876847830727
1,"alpha",8,"lme",4.58583697987512,1.8359944785174,4.20494159117662,2.29749695707198,9.21457037828976,1.02884614395313
1,"alpha",9,"lme",3.49774287524642,1.08466569386154,3.3839661436372,1.95519414715236,5.34442653795807,1.0176052165024
1,"alpha",10,"lme",6.58047642900623,1.15520778738206,6.62430155292233,4.78176179254956,8.6696133594167,1.02640321864472
1,"alpha",11,"lme",5.93360752885723,2.74755031775772,5.36899198171626,2.59752179007009,11.4788409421739,0.988515170758815
1,"alpha",12,"lme",2.82184830053192,0.597426278704276,2.79996043895351,1.64891377033486,3.98452232364788,1.05975128361888
1,"beta",1,"lme",0.00262685535076701,0.000606098157586051,0.00258583704509937,0.00156576267603119,0.00361991836166714,1.14208367627822
1,"beta",2,"lme",0.000409000259609017,7.4577072904136e-05,0.000401433437480307,0.000257010421032898,0.000560875812019807,1.03574340021767
1,"beta",3,"lme",0.000408881940489882,7.79493631117786e-05,0.000415979937857714,0.000252010058575475,0.000550965699001249,0.982461240040713
1,"beta",4,"lme",0.000224934942752027,4.45195634099502e-05,0.000223417686168201,0.000161023936422532,0.000305067820985578,1.09490861213999
1,"beta",5,"lme",0.00192402561635198,0.000571717644860171,0.00190779015549701,0.000981062670780558,0.00288241030070507,1.04584661379888
1,"beta",6,"lme",7.43863677856996e-05,1.20485432346504e-05,7.58524386715323e-05,4.92662246003552e-05,9.34502830636801e-05,1.10404488161884
1,"beta",7,"lme",7.50900393440703e-05,1.46052007913528e-05,7.55528821549827e-05,4.89667510358708e-05,9.99081239020081e-05,1.04775871603747
1,"beta",8,"lme",0.000833828524942877,0.000338834550771847,0.000808046706139203,0.000268057744188987,0.00142772626971949,1.19157289400235
1,"beta",9,"lme",0.00175840175744309,0.00062071773581729,0.00174665908758345,0.00047991306844415,0.00301859690258483,0.990478501322047
1,"beta",10,"lme",0.000330641111731289,4.11616460423358e-05,0.000337636587217745,0.000259833844847618,0.000395953050420498,0.99409604857228
1,"beta",11,"lme",0.00124046972154985,0.000435947222044325,0.00128503852057858,0.000550334984002883,0.00191745231873551,0.996719683602446
1,"beta",12,"lme",0.000252621005725011,5.45946013561863e-05,0.000253018953889533,0.000175110391646647,0.000371296546749059,1.01272647814184
1,"U_msy",1,"lme",0.56406167070216,0.0731497670535363,0.570339052695475,0.413044987392439,0.692443208853019,NA
1,"U_msy",2,"lme",0.700948559760328,0.0794536736935776,0.715073080535684,0.527377986634585,0.839739103321321,NA
1,"U_msy",3,"lme",0.343902947039776,0.0668525865302764,0.345506095052202,0.176174217553605,0.450752255578067,NA
1,"U_msy",4,"lme",0.638102293471243,0.0862506569937333,0.637440924050229,0.466505089408652,0.770964013371848,NA
