"iter","stock","param","value"
4,6,"alpha",2.27316691762367
4,7,"alpha",2.61535459841508
4,8,"alpha",2.94963465567463
4,9,"alpha",5.39940409406804
4,10,"alpha",4.01479882606932
4,11,"alpha",4.5103235825515
4,12,"alpha",3.91309026484153
4,1,"beta",0.000409877586999922
4,2,"beta",0.000165222053400428
4,3,"beta",9.00318297591563e-05
4,4,"beta",0.000112944765299687
4,5,"beta",4.66526975952511e-05
4,6,"beta",4.70556569489902e-05
4,7,"beta",0.00010208856280768
4,8,"beta",6.18898162736998e-05
4,9,"beta",0.000446183095247127
4,10,"beta",0.000252311849422045
4,11,"beta",0.00135679096159692
4,12,"beta",8.66815404140437e-05
4,1,"U_msy",0.394233166
4,2,"U_msy",0.42369386
4,3,"U_msy",0.568156737
4,4,"U_msy",0.339915713
4,5,"U_msy",0.475120791
4,6,"U_msy",0.365793426
4,7,"U_msy",0.418777704
4,8,"U_msy",0.461924648
4,9,"U_msy",0.64647827
4,10,"U_msy",0.562746068
4,11,"U_msy",0.597158013
4,12,"U_msy",0.554891101
4,1,"S_msy",961.8314797
4,2,"S_msy",2564.390475
4,3,"S_msy",6310.620794
4,4,"S_msy",3009.574743
4,5,"S_msy",10184.20832
4,6,"S_msy",7773.633389
4,7,"S_msy",4102.102062
4,8,"S_msy",7463.661646
4,9,"S_msy",1448.908031
4,10,"S_msy",2230.359253
4,11,"S_msy",440.1252882
4,12,"S_msy",6401.491002
4,NA,"S_obj",73316.6054618136
4,NA,"U_obj",0.36
4,NA,"U_MSY",0.46
4,NA,"S_MSY",53681.2107078929
5,1,"alpha",4.53311590344455
5,2,"alpha",5.52309254887167
5,3,"alpha",2.08175080916622
5,4,"alpha",3.45377600200995
5,5,"alpha",7.61066268813398
5,6,"alpha",2.11432778405806
5,7,"alpha",6.37690603179874
5,8,"alpha",6.71308947760114
5,9,"alpha",3.32555815984137
5,10,"alpha",3.99750527856076
5,11,"alpha",4.99162438844305
5,12,"alpha",10.3921316731084
5,1,"beta",0.00031251440828327
5,2,"beta",5.23600814510814e-05
5,3,"beta",0.00019538009540512
5,4,"beta",0.000370099492585683
5,5,"beta",0.000307043150612946
5,6,"beta",5.18441844188138e-05
5,7,"beta",0.000540482481641566
5,8,"beta",0.000259544370661589
5,9,"beta",0.00178044027179349
5,10,"beta",0.000258412917097157
5,11,"beta",0.00021616538087455
5,12,"beta",0.000117320471460753
5,1,"U_msy",0.598603637
5,2,"U_msy",0.652357454
5,3,"U_msy",0.331095418
5,4,"U_msy",0.515281388
5,5,"U_msy",0.727913821
5,6,"U_msy",0.337301614
5,7,"U_msy",0.687983577
5,8,"U_msy",0.700019954
5,9,"U_msy",0.502824776
5,10,"U_msy",0.561431415
5,11,"U_msy",0.625526676
5,12,"U_msy",0.788328625
5,1,"S_msy",1915.443324
5,2,"S_msy",12459.0611
5,3,"S_msy",1694.622051
5,4,"S_msy",1392.278018
5,5,"S_msy",2370.721573
5,6,"S_msy",6506.06462
5,7,"S_msy",1272.906339
5,8,"S_msy",2697.110911
5,9,"S_msy",282.4159754
5,10,"S_msy",2172.613588
5,11,"S_msy",2893.741234
5,12,"S_msy",6719.446446
5,NA,"S_obj",79405.7628588966
5,NA,"U_obj",0.33
5,NA,"U_MSY",0.67
5,NA,"S_MSY",34484.4170236851
6,1,"alpha",3.55191803631661
6,2,"alpha",6.24726154724024
6,3,"alpha",3.122775252613
6,4,"alpha",6.1442334793693
6,5,"alpha",7.41999714547177
6,6,"alpha",5.11569521220449
6,7,"alpha",4.48842298400141
6,8,"alpha",7.51010115156036
6,9,"alpha",3.58953929449289
6,10,"alpha",6.38038257150467
6,11,"alpha",4.75317299136188
6,12,"alpha",5.86349092383588
6,1,"beta",0.000215675941806389
6,2,"beta",0.000278081495750185
6,3,"beta",6.83665141332016e-05
6,4,"beta",0.000239199644694091
6,5,"beta",0.000298515959033307
6,6,"beta",0.000425630750763163
6,7,"beta",8.22533153293872e-05
6,8,"beta",0.000311442166733532
6,9,"beta",4.51142684743429e-05
6,10,"beta",0.000270016442513295
6,11,"beta",0.000199627347081671
6,12,"beta",0.000464105937948562
6,1,"U_msy",0.524370874
6,2,"U_msy",0.683069727
6,3,"U_msy",0.481638912
6,4,"U_msy",0.679048558
6,5,"U_msy",0.722444458
6,6,"U_msy",0.632172394
6,7,"U_msy",0.59575853
6,8,"U_msy",0.725057099
6,9,"U_msy",0.52775869
6,10,"U_msy",0.688113172
6,11,"U_msy",0.612017458
6,12,"U_msy",0.66753237
6,1,"S_msy",2431.290526
6,2,"S_msy",2456.365265
6,3,"S_msy",7044.953485
6,4,"S_msy",2838.835981
6,5,"S_msy",2420.120051
6,6,"S_msy",1485.260153
6,7,"S_msy",7242.972853
6,8,"S_msy",2328.063366
6,9,"S_msy",11698.26549
6,10,"S_msy",2548.41211
6,11,"S_msy",3065.799686
6,12,"S_msy",1438.31896
6,NA,"S_obj",59245.0806253955
6,NA,"U_obj",0.52
6,NA,"U_MSY",0.58
6,NA,"S_MSY",48410.1395001824
7,1,"alpha",3.03743483854843
7,2,"alpha",2.04479149990756
7,3,"alpha",8.22447749136942
7,4,"alpha",3.15864416577387
7,5,"alpha",7.67852146470633
7,6,"alpha",4.67039339242254
7,7,"alpha",3.41429579386252
7,8,"alpha",4.39946014444624
7,9,"alpha",3.53028863812177
7,10,"alpha",2.54787174879402
7,11,"alpha",4.52156121239351
7,12,"alpha",3.69695021016321
7,1,"beta",0.000588214416968529
7,2,"beta",0.000351487053115217
7,3,"beta",0.000326473667585748
7,4,"beta",3.02953805967503e-05
7,5,"beta",0.00087785835074494
7,6,"beta",0.00242114870911079
7,7,"beta",0.000111833936987147
7,8,"beta",0.000980310811717576
7,9,"beta",0.000757858371165639
7,10,"beta",0.000452682506727334
7,11,"beta",0.000688259706304521
7,12,"beta",9.46434407612008e-05
7,1,"U_msy",0.47212244
7,2,"U_msy",0.323892555
7,3,"U_msy",0.74410942
7,4,"U_msy",0.485528247
7,5,"U_msy",0.729807266
7,6,"U_msy",0.607083965
7,7,"U_msy",0.511518199
7,8,"U_msy",0.589966187
7,9,"U_msy",0.522399327
7,10,"U_msy",0.409118542
7,11,"U_msy",0.597872144
7,12,"U_msy",0.537151886
7,1,"S_msy",802.6366345
7,2,"S_msy",921.492135
7,3,"S_msy",2279.232581
7,4,"S_msy",16026.47788
7,5,"S_msy",831.349688
7,6,"S_msy",250.742122
7,7,"S_msy",4573.908536
7,8,"S_msy",601.8154446
7,9,"S_msy",689.3099646
7,10,"S_msy",903.7648593
7,11,"S_msy",868.6723028
7,12,"S_msy",5675.532099
7,NA,"S_obj",48958.6137571507
7,NA,"U_obj",0.4
7,NA,"U_MSY",0.52
7,NA,"S_MSY",33909.8237429467
8,1,"alpha",5.44669163847773
8,2,"alpha",7.65295153324412
8,3,"alpha",1.89439800539783
8,4,"alpha",2.86002854151039
8,5,"alpha",4.15909696834108
8,6,"alpha",2.58270314691919
8,7,"alpha",2.39345377662341
8,8,"alpha",2.83196057494586
8,9,"alpha",2.63625659330358
8,10,"alpha",3.6565286320336
8,11,"alpha",4.72049699489401
8,12,"alpha",3.61960774461993
8,1,"beta",0.00046192217608097
8,2,"beta",0.000504643537781132
8,3,"beta",0.000168055770138626
8,4,"beta",0.000569595357805414
8,5,"beta",0.000108140362782287
8,6,"beta",4.69839793049588e-05
8,7,"beta",0.00175335617104732
8,8,"beta",0.000180633643533986
8,9,"beta",5.95954713212143e-05
8,10,"beta",6.01848442287212e-05
8,11,"beta",5.87305177091624e-05
8,12,"beta",0.000284687550902567
8,1,"U_msy",0.648750345
8,2,"U_msy",0.729096987
8,3,"U_msy",0.292658877
8,4,"U_msy",0.451061939
8,5,"U_msy",0.573396861
8,6,"U_msy",0.414148185
8,7,"U_msy",0.385610778
8,8,"U_msy",0.447559575
8,9,"U_msy",0.421699062
8,10,"U_msy",0.533664433
8,11,"U_msy",0.610085723
8,12,"U_msy",0.530429286
8,1,"S_msy",1404.458107
8,2,"S_msy",1444.776228
8,3,"S_msy",1741.439028
8,4,"S_msy",791.898903
8,5,"S_msy",5302.338981
8,6,"S_msy",8814.66813
8,7,"S_msy",219.9272369
8,8,"S_msy",2477.71991
8,9,"S_msy",7076.025286
8,10,"S_msy",8867.090043
8,11,"S_msy",10387.8826
8,12,"S_msy",1863.198037
8,NA,"S_obj",72772.3694219454
8,NA,"U_obj",0.38
8,NA,"U_MSY",0.51
8,NA,"S_MSY",49113.3672307067
9,1,"alpha",1.91021066058324
9,2,"alpha",3.38581763059345
9,3,"alpha",4.02705788780166
9,4,"alpha",6.05281994122489
9,5,"alpha",2.33172394601359
9,6,"alpha",2.17883606821391
9,7,"alpha",2.97296182546203
9,8,"alpha",5.75201303669154
9,9,"alpha",5.31212934759279
9,10,"alpha",2.57558523548563
9,11,"alpha",2.89751081331831
9,12,"alpha",3.02467525545981
9,1,"beta",0.000128448559658521
9,2,"beta",0.000199828429430984
9,3,"beta",0.000521077096006088
9,4,"beta",0.00042543506058307
9,5,"beta",0.0015140439998519
9,6,"beta",0.000213096022023993
9,7,"beta",0.000163180053106647
9,8,"beta",0.00026628200787661
9,9,"beta",7.22483068119042e-05
9,10,"beta",0.00167749457068655
9,11,"beta",8.58786561297425e-05
9,12,"beta",4.57254280053119e-05
9,1,"U_msy",0.296097749
9,2,"U_msy",0.508764266
9,3,"U_msy",0.563672921
9,4,"U_msy",0.675390846
9,5,"U_msy",0.375616834
9,6,"U_msy",0.349214948
9,7,"U_msy",0.464675859
9,8,"U_msy",0.662716987
9,9,"U_msy",0.642203071
9,10,"U_msy",0.41312809
9,11,"U_msy",0.455663807
9,12,"U_msy",0.470666715
9,1,"S_msy",2305.185436
9,2,"S_msy",2546.005428
9,3,"S_msy",1081.745725
9,4,"S_msy",1587.529822
9,5,"S_msy",248.0884532
9,6,"S_msy",1638.768029
9,7,"S_msy",2847.626595
9,8,"S_msy",2488.778691
9,9,"S_msy",8888.832131
9,10,"S_msy",246.2768567
9,11,"S_msy",5305.902858
9,12,"S_msy",10293.32552
9,NA,"S_obj",62436.5443234703
9,NA,"U_obj",0.34
9,NA,"U_MSY",0.52
9,NA,"S_MSY",37556.9178886718
10,1,"alpha",9.37378270607093
10,2,"alpha",2.24118422020292
10,3,"alpha",4.31721650981459
10,4,"alpha",2.05016392831227
10,5,"alpha",3.42259847884108
10,6,"alpha",3.40001415132837
10,7,"alpha",5.16042312843192
10,8,"alpha",2.45234240099997
10,9,"alpha",4.82850993877049
10,10,"alpha",5.99060025864795
10,11,"alpha",3.91750451753953
10,12,"alpha",3.17595551632237
10,1,"beta",0.000281178228314754
10,2,"beta",0.000484137213603406
10,3,"beta",0.0026486695602202
10,4,"beta",3.27975413384257e-05
10,5,"beta",5.11834607345343e-05
10,6,"beta",0.000356902992862684
10,7,"beta",0.000273647622710161
10,8,"beta",0.000375118484765884
10,9,"beta",0.000192800129278168
10,10,"beta",0.000100973765456803
10,11,"beta",0.000878637481692966
10,12,"beta",0.000907208227647433
10,1,"U_msy",0.769670843
10,2,"U_msy",0.360279882
10,3,"U_msy",0.584452505
10,4,"U_msy",0.324950499
10,5,"U_msy",0.512314829
10,6,"U_msy",0.510141299
10,7,"U_msy",0.634507917
10,8,"U_msy",0.394817853
10,9,"U_msy",0.616395282
10,10,"U_msy",0.672851262
10,11,"U_msy",0.55523827
10,12,"U_msy",0.487382741
10,1,"S_msy",2737.30597
10,2,"S_msy",744.1689502
10,3,"S_msy",220.6588975
10,4,"S_msy",9907.770087
10,5,"S_msy",10009.38236
10,6,"S_msy",1429.355621
10,7,"S_msy",2318.704291
10,8,"S_msy",1052.515056
10,9,"S_msy",3197.068821
10,10,"S_msy",6663.624546
10,11,"S_msy",631.9310086
10,12,"S_msy",537.2335988
10,NA,"S_obj",59837.7986988779
10,NA,"U_obj",0.36
10,NA,"U_MSY",0.58
10,NA,"S_MSY",29781.8335134552
